Key,Value
automapToolTipPanelCompass,"Clic gauche : bascule le focus (touche {0})\\rBalises : rouge... joueur, vert... entrée, bleu... axe de rotation\\rClic droit : réinitialiser la vue (touche {1})\\rDouble clic gauche dans fenêtre pour créer et éditer une note de marqueur\\rDouble clic gauche + CTRL dans fenêtre pour créer un marqueur\\rDouble clic sur un marqueur pour ajouter ou éditer une note\\rDouble clic droit sur un marqueur pour le supprimer\\rDouble clic droit dans fenêtre pour positionner l'axe de rotation\\rDouble clic bouton milieu dans fenêtre pour centrer la vue\\Double clic gauche sur un portail découvert pour sauter\\rau portail de téléportation connecté"
automapPlayerPositionBeacon,balise de position du joueur
automapRotationPivotAxis,Axe de rotation
automapEntranceExitPositionBeacon,balise de position entrée/sortie
automapEntranceExit,entrée/sortie
automapPlayerMarker,marqueur du joueur
automapTeleporterEntrance,téléporteur (entrée)
automapTeleporterExit,téléporteur (sortie)
exteriorAutomapBuildingTypeAlchemist,Alchimiste
exteriorAutomapBuildingTypeArmorer,Armurier
exteriorAutomapBuildingTypeBank,Banque
exteriorAutomapBuildingTypeBookseller,Libraire
exteriorAutomapBuildingTypeClothingStore,Magasin de vêtements
exteriorAutomapBuildingTypeFurnitureStore,Fournitures
exteriorAutomapBuildingTypeGemStore,Joaillerie
exteriorAutomapBuildingTypeGeneralStore,Bazar
exteriorAutomapBuildingTypeGuildHall,Grand-salle de guilde
exteriorAutomapBuildingTypeHouseForSale,Maison à vendre
exteriorAutomapBuildingTypeLibrary,Bibliothèque
exteriorAutomapBuildingTypePalace,Palais
exteriorAutomapBuildingTypePawnShop,Prêteur sur gages
exteriorAutomapBuildingTypeTavern,Taverne
exteriorAutomapBuildingTypeTemple,Temple
exteriorAutomapBuildingTypeWeaponSmith,Forgeron
exteriorAutomapBuildingTypeUnknown,Inconnu
exteriorAutomapToolTipTextGridButton,"Clic gauche : basculer vers le mode de vue suivant (touche : {0})\\rLes différents modes de vue sont :\\r- Originale (touche {1})\\r- Extra: avec bâtiments supplémentaires (touche {2})\\r- Tout : inclus les bâtiments supplémentaires, bâtiments au sol (touche {3})\\rChanger les textures de sol avec {4}, {5}, {6}, {7}"
exteriorAutomapToolTipForwardButton,Clic gauche : se déplacer vers le haut (touche : {0})\\rClic droit : se déplacer vers la bordure nord (touche {1})
exteriorAutomapToolTipBackwardButton,Clic gauche : se déplacer vers le bas (touche : {0})\\rClic droit : se déplacer vers la bordure sud (touche {1})
exteriorAutomapToolTipLeftButton,Clic gauche : se déplacer vers la gauche (touche : {0})\\rClic droit : se déplacer vers la bordure ouest (touche {1})
exteriorAutomapToolTipRightButton,Clic gauche : se déplacer vers la droite (touche : {0})\\rClic droit : se déplacer vers la bordure est (touche {1})
exteriorAutomapToolTipRotateLeftButton,Clic gauche : tourner la carte vers la gauche (touche : {0})\rClic droit : tourner la carte autour de la position du joueur\rvers la gauche (touche : {1})
exteriorAutomapToolTipRotateRightButton,Clic gauche : tourner la carte vers la droite (touche : {0})\rClic droit : tourner la carte autour de la position du joueur\rvers la droite (touche: {1})
exteriorAutomapToolTipUpstairsButton,Clic gauche : zoom + (touche : {0})\rClic droit : zoom maximum
exteriorAutomapToolTipDownstairsButton,Clic gauche : zoom - (touche {0})\rClic droit : zoom minimum
exteriorAutomapToolTipPanelCompass,Clic gauche : centrer sur la position du joueur (touche{0})\\rClic droit : réinitialiser la vue (touche {1})
loading,Attendez SVP...
classicSave,Classique
cancel,Annuler
renameSave,Renommer
deleteSave,Supprimer
switchChar,Autre personnage
savePrompt,Sauvegarder la partie
loadPrompt,Charger une partie
saveButton,Sauvegarder
loadButton,Charger
enterSaveName,Saisir le nom de la sauvegarde :
selectSaveName,Choisir une sauvegarde
confirmDeleteSave,Confirmez-vous la suppression de la sauvegarde ?
confirmOverwriteSave,Écraser cette sauvegarde ?
youMustEnterASaveName,Vous devez entrer un nom de sauvegarde.
youMustSelectASaveName,Vous devez choisir un nom de sauvegarde.
noSavesFound,Aucune sauvegarde trouvée. Charger une sauvegarde classique ?
cannotSaveNow,Vous ne pouvez pas sauvegarder maintenant.
addEffect,Ajouter un effet
buySpell,Acheter un sort
newSpell,Nouveau sort
exit,Sortie
casterOnly,Lanceur seulement
byTouch,Au toucher
singleTargetAtRange,Cible simple à portée
areaAroundCaster,Zone autour du lanceur
areaAtRange,Zone de portée
fireBased,À base de feu
coldBased,À base de froid
poisonBased,À base de poison
shockBased,À base d'éclair
magicBased,À base de magie
selectIcon,Choisir une icône
nextIcon,Icône suivante
previousIcon,Icône précédente
nameSpell,Nom du sort
enterSpellName,Saisir le nom du sort :
noEffectsError,Vous devez ajouter au moins un effet à ce sort.
deleteSpell,Voulez-vous supprimer ce sort ?
sortSpells,Voulez-vous trier les sorts ?
effectNotFoundError,<effet non trouvé>
noItemToActivate,Vous n'avez pas d'objet magique à utiliser
Akatosh,Akatosh
Arkay,Arkay
Dibella,Dibella
Julianos,Julianos
Kynareth,Kynareth
Mara,Mara
Stendarr,Stendarr
Zenithar,Zenithar
removeKeybind,Confirmez-vous vouloir enlever la touche {0} ('{1}') ?
nord,Nordique
settingsNotApplied,Nota : certains changements ne seront appliqués qu'après avoir redémarré le jeu.
doneButton,Fait
temple,temple
unknownPowers,Pouvoirs inconnus
cannotBeRepaired,Ceci ne peut pas être réparé.
youNeverAwaken,Vous ne vous réveillez jamais.
modSettings,Paramètres du mod
gameEffectsSettings,Paramètres des effets
antialiasing,Antialiasing
ambientOcclusion,Occlusion ambiante
bloom,Flou lumineux
motionBlur,Flou cinétique
vignette,Vignette
depthOfField,Profondeur de champ
antialiasingTip,Donner une apparence plus douce
enable,Activé
fxaa,FXAA
smaa,SMAA
taa,TAA
none,Aucun
method,Méthode
fxaaFastMode,Mode FXAA rapide
low,Bas
medium,Moyen
high,Haut
smaaQuality,Qualité SMAA
taaSharpness,Précision TAA
disabled,Désactivé
setPageDefaults,Valeurs par défaut dans la page
ambientOcclusionTip,Foncer les creux et les trous
scalableAmbientObscurance,Scalable Ambient Obscurance
multiScaleVolumetricObscurance,Multi Scale Volumetric Obscurance
scalableAmbient,Scalable Ambient
multiScaleVolumetric,MultiScale Volumetric
intensity,Intensité
lowest,La plus basse
ultra,Ultra
radius,Rayon
quality,Qualité
thickness,Épaisseur
bloomTip,Faire briller les zones lumineuses
threshold,Seuil
diffusion,Diffusion
bloomFastMode,Mode flou rapide
motionBlurTip,Simule les objets se déplaçant plus vite que l'exposition de la caméra
shutterAngle,Angle d'ouverture
sampleCount,Comptage des échantillons
vignetteTip,Obscurcit vers les bords de l'écran
smoothness,Douceur
roundness,Rondeur
rounded,Arrondi
depthOfFieldTip,Simule la mise au point des lentilles photographiques
focusDistance,Distance de mise au point
aperture,Ouverture
focalLength,Longueur de la focale
maxBlurSize,Taille max du flou
small,Petit
large,Grand
veryLarge,Très grand
ditherTip,Créer du bruit pour réduire les grands motifs comme les bandes de couleur
dither,Diffusion d'erreur
colorBoost,ColorBoost
colorBoostTip,Vivifie les couleurs près de la caméra
dungeonScale,Échelle du donjon
interiorScale,Échelle de l'intérieur
exteriorScale,Échelle de l'extérieur
dungeonFalloff,Descente du donjon
retroMode,Mode rétro
retroModeTip,Affiche le monde en basse résolution
mode,Mode
retroModeOff,Coupé
retroMode320x200,320x200
retroMode640x400,640x400
off,Coupé
posterizationFull,Postérisation (complète)
posterizationMinusSky,Postérisation (- ciel)
palettizationFull,Palettisation (complète)
palettizationMinusSky,Palettisation (- ciel)
postProcess,Postprocessing
retroModeAspectCorrection,Correction du ratio de l'image
FourThree,4:3
SixteenTen,16:10
notEnoughSpellpointsLeft,Pas assez de points de sort restants.
totalIdentified,{0} de {1} identifiés.
dispelMagicSuccess,Annulation de la magie réussie...
dispelMagicFailed,Annulation de la magie ratée...
smallerDungeonsChanged,L'option donjons plus petits a changé pendant que vous étiez à l'intérieur. Joueur déplacé à la sortie du donjon.
youNote,Vous remarquez : 
customName,Nom personnalisé : 
StoresA,"<> de %ef
Meilleur <> de %cn
le <> Indispensable
<> de Lord %ef
le <> de le Aventurier
le <> Surprenant
<> Raffiné de %ef
<> Négocié
<> Traditionnel
le <> de le Empereur
<> de %cn
<> Général de %ef
le <> Supérieur
<> de Qualité de %ef
<> de Première Classe
le <> de %rt
le <> Inégalé
<> de le Docteur %ef
<> de Dame %ef"
GeneralStoresB,"Vivres
Épicerie
Outils
Outillage
Équipement
Magasin d'Équipement
Droguerie
Provisions
Commerce
Bazar
Dépôt
Comptoir
Marché
Quincaillerie
Entrepôt"
WeaponStoresB,"Armes
Armement
Armes
Armement
Arsenal
Armurier
Épées
Forgeron
Métallurgie
Fourbisseur"
ArmorStoresB,"Armurerie
Mailles
Protections
Armures
Boucliers
Égide
Ferronnerie
Forgeron
Métallurgie
Armurier
Forge
Chaudronnerie"
BookStoresB,"Livres
Librairie
Bouquiniste
Marchand de Livres
Centre de Documentation
Presse
Étal de Livres
Incunables"
LibraryStoresB,"Bibliothèque
Salle de Lecture
Athénée
Bibliothèque Publique
Archives
Salle de Lecture
Séminaire
Lycée"
ClothingStoresB,"Habillement
Vêtements
Habits
Uniformes
Costumes
Robes
Tenues
Mode
Couturier
Ensembles
Parures"
AlchemyStoresB,"Herbes
Herbes Médicinales
Épices
Remèdes
Antidotes
Physique
Médecines
Potions
Teintures
Médicaments
Élixirs
Pharmacie
Apothicaire
Onguents
Agents Médicinaux
Jardin Médicinal
Pharmacopée
Chimie
Produits Chimiques
Cornue
Alchimie
Solutions Alchimiques
Métallurgie"
GemStoresB,"Gemmes
Pierres Précieuses
Joaillerie
Bijoux
Pierres Fines
Bijouterie
Joailler
Boîte à Bijoux
Boutique de Bijoux
Tailleur de Gemmes"
PawnStoresB,"Prêteur sur Gages
Mont-de-Piété
Fournitures Usagées
Occasions
Équipement Usagé
Secondes Mains
Crédit sur Gages
Antiquités"
FurnitureStoresB,"Meubles
Mobilier
Décoration d'intérieur
Ameublement
Décoration
Charpentier
Menuiserie
Artisan
Marqueterie"
LivestockStoresB,"Livestock
Breeders
Farm Animals
Beasts
Creatures
Game
Animalia
Fauna
Menagerie"
TavernsA,"le <> de le Reine
le <> de le Roi
le <> Sale
le <> Noir
le Taupe et le <>
le <> Vert
le <> Rouge
le <> Doré
le <> Blanc
le <> Argenté
le <> Cramoisi
le <> Volant
le <> Dansant
le <> Riant
le <> Agité
le <> Assoiffé
le <> Malchanceux
le <> Chanceux
le <> de le Diable
le <> Rouillé
le <> Hurlant
le <> Criant
le Chauve-Souris et le <>
le Lion et le <>
le Lynx et le <>
le Nain et le <>
le Castor et le <>
le Renard et le <>
le Souris et le <>
le Cochon et le <>
le Plume et le <>
le Crapaud et le <>
le Rat et le <>
le <> Sauvage
le Valet et le <>
le <> Mort"
TavernsB,"Gouffre
Chope
Puits
Chat
Chien
Gobelin
Griffon
Dragon
Ogre
Géant
Djinn
Loup
Chasseur
Dague
Crâne
Épée
Garde
Donjon
Casque
Château
Cruche
Oiseau
Gnome
Hérisson
Rat Musqué
Marmotte
Scorpion
Blaireau
Chèvre
Porc-Épic
Prêtre
Faon
Cerf
Barbare
Vaurien
Fée"
houseForSale,Maison à vendre
theBankOf,La banque de
daggerfall,Daggerfall
wayrest,Wayrest
sentinel,Sentinel
palace,Palace
regionNames,"Alik'r Desert
Dragontail Mountains
Glenpoint Foothills
Daggerfall Bluffs
Yeorth Burrowland
Dwynnen
Ravennian Forest
Devilrock
Malekna Forest
Île de Balfiera
Bantha
Dak'fron
Islands in the Western Iliac Bay
Tamarilyn Point
Lainlyn Cliffs
Bjoulsae River
Wrothgarian Mountains
Daggerfall
Glenpoint
Betony
Sentinel
Anticlere
Lainlyn
Wayrest
Gen Tem High Rock village
Gen Rai Hammerfell village
Orsinium Area
Skeffington Wood
Hammerfell bay coast
Hammerfell sea coast
High Rock bay coast
High Rock sea coast
Northmoor
Menevia
Alcaire
Koegria
Bhoriane
Kambria
Phrygias
Urvaius
Ykalon
Daenia
Shalgora
Abibon-Gora
Kairou
Pothago
Myrkwasa
Ayasofya
Tigonus
Kozanset
Satakalaam
Totambu
Mournoth
Ephesus
Santaki
Antiphyllos
Bergama
Gavaudon
Tulune
Glenumbra Moors
Ilessan Hills
Cybiades"
ocean,Océan
unknownUpper,Inconnu
switchToRegion,Basculer vers la région {0}
locationInRegionProvince,{0} est dans la province {1}
dayNames,"sundas
morndas
tirdas
middas
turdas
fredas
loredas"
monthNames,"primétoile
clairciel
semailles
ondepluie
plantaisons
mi-l'an
hautzénith
vifazur
âtrefeu
soufflegivre
sombreciel
soirétoile"
birthSignNames,"Le rituel
L'amoureux
Le seigneur
Le mage
L'ombre
L'attelage
L'apprenti
Le guerrier
La dame
La tour
L'atronach
Le voleur"
seasonNames,"Automne
Printemps
Été
Hiver"
longDateTimeFormatString,"{0:00}:{1:00}:{2:00} le {3} {4} {6:00}, 3E{7}"
dateTimeFormatString,"{0:00}:{1:00}:{2:00} le {3} {4} {5:00}, 3E{6}"
dateFormatString,{0} {1} {3:00}
ingredientFormatString,{0} {1}
longWeaponNameFormatString,{1} en {0}
longArmorNameFormatString,{1} en {0}
strRatings,"pathétique
frêle
faible
pas terrible
dans la moyenne
plutôt fort
athlétique
très fort
puissant
surhumain"
intRatings,"comme unlégume
idiot
bas du plafond
pas très malin
dans la moyenne
astucieux
plutôt intelligent
très intelligent
brillant
génial"
wilRatings,"inepte
soumis
passif
distrait
peu affirmatif
stable
confiant
forte volonté
très concentré
éclairé"
agiRatings,"nul
lourdaud
pataud
maladroit
dans la moyenne
alerte
agile
adroit
très agile
acrobatique
"
endRatings,"maladif
pitoyable
chancelant
inégale
dans la moyenne
supérieure à la moyenne
en très bonne santé
hardi
titanesque
immortel"
perRatings,"haïssable
impopulaire
anonyme
sans éclat
quelconque
intéressant
charmant
remarquable
autoritaire
charismatique"
spdRatings,"inactif
dans l'immobilisme
très lent
lent
dans la moyenne
supérieur à la moyenne
rapide
pied-léger
aussi rapide que l'éclair
météorique"
lucRatings,"maudit
sans espoir
malchanceux
pas très chanceux
dans la moyenne
plutôt chanceux
chanceux
favorisé
sous de bons auspices
favorisé par les dieux"
