Key,Value
917,"By Mara, I think my love rare[/record]
Flying like strong falcons high in the air[/record]
Like truth, I would see thy body bare[/record]
I kiss your lips and your neck so fair[/record]
Love makes us reckless, without care[/record]
Such boldness of passion do I dare[/record]
And how, my love, doth thou fare?[/record]
Sunshine in Mid Year shines your hair[/record]
He was her stallion, she his mare[/record]
Together, they walk down to the square[/record]
You never have seen a prettier pair![/record]
O goddess Mara, acknowledge my prayer![/record]
Bathed in sunlight, sunlight to wear[/record]
On moonlight and stars, lovers do swear[/record]
My love to thee I do sadly declare[/record]
To a spring dawn, I would not compare[/record]
My life is in agony, I am filled with despair[/record]
I remember that melancholy affair[/record]
My darling love, let the buyer beware[/end]"
918,"Reach with thy white hands out to me[/record]
Where jealousy walks, there sorrow be[/record]
I hold the locket, and thou hast the key[/record]
On thy bonny hair, I spy a flea[/record]
When thou seest love, do not flee[/record]
My goddess, O Mara, I do plea[/record]
What does it mean to be truly free?[/record]
Add one to us, love, and make three[/record]
Birds chatter love songs in their tree[/record]
But you, my love, are far across the sea[/record]
You give yourself and I give myself to thee[/record]
So it was stated by Mara's decree[/record]
No fool doth love ever guarantee[/record]
What a sight my eyes do see![/record]
You drowned within the raging sea[/record]
I brought your soul inside of me[/end]"
919,"I got me flowers to strew thy way[/record]
Thy hair night-black, thy eyes bright as day[/record]
With a nonny, nonny, nonny, nonny, hey![/record]
On a bough of flowers, my body lay[/record]
Like children, in gold fields we play[/record]
What price for love we fools do pay![/record]
Like clouds fore the storm, I turn gray[/record]
My darling, beside me please stay![/record]
My love like a strong branch ne'er will sway[/record]
Flowers you pluck to make your bouquet[/record]
The dancers begin their sad ballet[/record]
Now let us sport while we may[/record]
My love, thou art so far far away[/record]
A thousand wasted hours every day[/record]
Would thou simply throw me away?[/end]"
920,"Sweet day, so cool, so calm and bright[/record]
Shelter yourself from jealousy's bite[/record]
Peace, my love, I weary of the fight[/record]
Let us hold our love up to the light[/record]
Harvests come of plenty and blight[/record]
Pity not me my sorrowful plight![/record]
Struggle we do with all our might[/record]
She was his lady and he her knight[/record]
Walketh thou in beauty like the night[/record]
Thou paineth me of jealous spite[/record]
I curse my eyes for their sight[/record]
I spy in the field a horse so white[/record]
Come my love, come at twilight[/record]
Of thee, dear, I do delight[/record]
I am in the room without a light[/record]
I would give anything to hold you tight[/record]
I would love to take you home tonight[/record]
Take me in your arms this very night[/end]"
921,"Thus sang the uncouth swain[/record]
Thy love is like a sweet, sweet bane[/record]
If this be love, I cannot feign[/record]
Bring me the knife that I be slain[/record]
Why must love bring so much pain?[/record]
In my heart a tyrant doth reign[/record]
Thou left me standing in the rain[/record]
How, my love, can thou be vain?[/record]
The fickle moon doth wax and wane[/record]
My heart is broke again in twain[/record]
Forces occult, daedric, arcane[/record]
With words, I to you enchain[/record]
You look to me with true disdain[/record]
How can I pray hope regain?[/record]
Perhaps, my love, I should explain[/record]
How do lovers from love abstain?[/record]
Thou came to me like a hurricane[/record]
I can see through thy legerdemain[/record]
I am plagued with thoughts inane[/record]
I only hope I might entertain[/record]
'Twere lovers and madmen e'er sane?[/end]"
1000,"%arm en %mat [/center]
%mod en classe d'armure[/center]
État : %qua[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1001,"%wep en %mat [/center]
%wdm points de dégâts[/center]
État : %qua[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1002,"%mit [/center]
État : %qua[/center]
Valeur : %wth pièces d'or[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1003,"%it[/center]
État : %qua[/center]
Valeur : %wth pièces d'or[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1004,"%it[/center]
Portant : %hs[/center]
État : %qua[/center]
Valeur : %wth pièces d'or[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1005,"%wep en %mat [/center]
%wdm points de dégâts[/center]
État : %qua[/center]
Poids : %kg kilogrammes[/center]
Empoisonné au %wpn[/end]"
1006,"%it[/center]
État : %qua[/center]
Valeur : %wth pièces d'or[/center]
Poids : %kg kilogrammes[/center]
Contient : %wpn[/end]"
1007,"%it[/center]
Valeur : %wth pièces d'or[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1008,"%po[/center]
Valeur : %wth pièces d'or[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1009,"%bt par %ba[/center]
Valeur : %wth pièces d'or[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1010,"Vous n'allez pas très bien et pourriez ne pas survivre[/center]
à une longue période de voyage. Voulez-vous[/center]
quand même utiliser le voyage rapide ?[/end]"
1011,"%wep[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1012,"%wep [/center]
%wdm points de dégâts[/center]
État : %qua[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1013,"%wep [/center]
État : %qua[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1014,"%arm [/center]
%mod en classe d'armure[/center]
État : %qua[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1015,"Oghma Infinium[/center]
Valeur : 50000 pièces d'or[/center]
Poids : %kg kilogrammes[/center]
[/end]"
1016,"Pouvoirs de l'objet :[/left]
%mpw[/center]
[/end]"
1068,"De par votre classe vous[/center]
ne pouvez pas vous en équiper.[/center]
[/end]"
1069,"Voulez-vous vraiment quitter le jeu ?[/center]
[/end]"
1071,"Totalement épuisé, vous vous effondrez.[/center]
Vous vous réveillez une heure plus tard.[/center]
[/end]"
1072,"Vous vous écroulez sur le sol, complètement épuisé.[/center]
Dans cet état vous êtes une proie facile pour les[/center]
monstres qui se promènent.[/center]
Vous ne vous réveillerez jamais.[/center]
[/end]"
1073,"Acte pour votre maison dans la région[/center]
de %hrg, dans la ville de[/center]
%htwn.[/center]
[/end]"
1202,"Paralysie[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""La cible devient paralysée.[/center]
Les chances de succès sont %bch, plus %ach par %clc niveau(x)[/center]
de capacité du lanceur. Si réussite, la cible sera paralysée[/center]
pour %bdr tours, plus %adr tours supplémentaires[/center]
pour chaque %cld niveau(x) du lanceur,[/center]
à moins que la cible ne soit guérie.""[/center]
[/end]"
1204,"Dommage continu -- Santé[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""La Santé de la cible sera détériorée.[/center]
La cible va perdre %1bm à %2bm points de Santé[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.[/center]""
[/end]"
1205,"Dommage continu -- Fatigue[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""La Fatigue de la cible sera détériorée.[/center]
La cible va perdre %1bm à %2bm points de Fatigue[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1206,"Dommage continu -- Points de Sorts[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Le nombre de points de Sorts de la cible va baisser.[/center]
La cible va perdre %1bm à %2bm points de Sorts[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1207,"Création d'un Objet[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A + par N/A niveau(x)[/center]
""Crée un objet au choix du lanceur.[/center]
L'objet dure pendant %bdr tour(s), plus %adr tour(s)[/center]
pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1209,"Guérison -- Maladie[/center]
Durée : N/A + N/A par N/A niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A + par N/A niveau(x)[/center]
""Guérit la cible de la maladie.[/center]
Les chances de succès sont %bch, plus %ach[/center]
pour chaque %clc niveau(x) du lanceur.""[/center]
[/end]"
1210,"Guérison -- Poison[/center]
Durée : N/A + N/A par N/A niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A + par N/A niveau(x)[/center]
""Guérit la cible du poison.[/center]
Les chances de succès sont %bch, plus %ach[/center]
pour chaque %clc niveau(x) du lanceur.""[/center]
[/end]"
1211,"Guérison -- Paralysie[/center]
Durée : N/A + N/A par N/A niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A + par N/A niveau(x)[/center]
""Guérit la cible de la paralysie.[/center]
Les chances de succès sont %bch, plus %ach[/center]
pour chaque %clc niveau(x) du lanceur.""[/center]
[/end]"
1212,"Dommage -- Santé[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""La Santé de la cible sera détériorée.[/center]
La cible va perdre %1bm à %2bm points de Santé[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1213,"Dommage -- Fatigue[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""La Fatigue de la cible sera détériorée.[/center]
La cible va perdre %1bm à %2bm points de Fatigue[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1214,"Dommage -- Points de Sorts[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Le nombre de points de Sorts de la cible va baisser.[/center]
La cible va perdre %1bm à %2bm points de Sorts[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1215,"Désintégration[/center]
Durée : N/A + N/A par N/A niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A + par N/A niveau(x)[/center]
""Fait se désintégrer la cible.[/center]
Les chances de succès sont %bch, plus %ach[/center]
pour chaque %clc niveau(x) du lanceur.""[/center]
[/end]"
1216,"Dissipation -- Magie[/center]
Durée : N/A + N/A par N/A niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A + par N/A niveau(x)[/center]
""Provoque la dissipation de la magie.[/center]
Les chances de succès sont de %bch, plus %ach[/center]
pour chaque %clc niveau(x) du lanceur.""[/center]
[/end]"
1217,"Dissipation -- Mort-Vivant[/center]
Durée : N/A + N/A par N/A niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A + par N/A niveau(x)[/center]
""Provoque la dissipation des morts-vivants.[/center]
Les chances de succès sont de %bch, plus %ach[/center]
pour chaque %clc niveau(x) du lanceur.""[/center]
[/end]"
1218,"Dissipation -- Daedra[/center]
Durée : N/A + N/A par N/A niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A + par N/A niveau(x)[/center]
""Provoque la dissipation des Daedra.[/center]
Les chances de succès sont de %bch, plus %ach[/center]
pour chaque %clc niveau(x) du lanceur.""[/center]
[/end]"
1219,"Draine -- Force[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Draine la Force de la cible.[/center]
La cible va perdre %1bm à %2bm points de Force[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1220,"Draine -- Intelligence[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Draine l'Intelligence de la cible.[/center]
La cible va perdre %1bm à %2bm points d'Intelligence[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1221,"Draine -- Volonté[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Draine la Volonté de la cible.[/center]
La cible va perdre %1bm à %2bm points de Volonte[/center]
a chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1222,"Draine -- Agilité[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Draine l'Agilité de la cible.[/center]
La cible va perdre %1bm à %2bm points d'Agilité[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1223,"Draine -- Endurance[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Draine l'Endurance de la cible.[/center]
La cible va perdre %1bm à %2bm points d'Endurance[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1224,"Draine -- Rapidité[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Draine la Rapidité de la cible.[/center]
La cible va perdre %1bm à %2bm points de Rapidité[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1225,"Draine -- Personnalité[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Draine la Personnalité de la cible.[/center]
La cible va perdre %1bm à %2bm points de Personnalité[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1226,"Draine -- Chance[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Draine la Chance de la cible.[/center]
La c+ible va perdre %1bm à %2bm points de Chance[/center]
à chaque tour, plus %1am à %2am points pour chaque[/center]
%clm niveau(x) du lanceur.""[/center]
[/end]"
1227,"Résistance Elémentaire -- Feu[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude: N/A + N/A par N/A niveau(x)[/center]
""Rend la cible résistante au feu.[/center]
Le sort dure %bdr tour(s), plus %adr tour(s)[/center]
par %cld niveau(x) du lanceur. Les chances de succès[/center]
sont de %bch, plus %ach pour chaque %clc niveau(x) du lanceur.[/center]
La cible subit la moitié des dégâts si le sort échoue.""[/center]
[/end]"
1228,"Résistance Elémentaire -- Givre[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude: N/A + N/A par N/A niveau(x)[/center]
""Rend la cible résistante au givre.[/center]
Le sort dure %bdr tour(s), plus %adr tour(s)[/center]
par %cld niveau(x) du lanceur. Les chances de succès[/center]
sont de %bch, plus %ach pour chaque %clc niveau(x) du lanceur.[/center]
La cible subit la moitié des dégâts si le sort échoue.""[/center]
[/end]"
1229,"Résistance Elémentaire -- Poison[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude: N/A + N/A par N/A niveau(x)[/center]
""Rend la cible résistante au poison.[/center]
Le sort dure %bdr tour(s), plus %adr tour(s)[/center]
par %cld niveau(x) du lanceur. Les chances de succès[/center]
sont de %bch, plus %ach pour chaque %clc niveau(x) du lanceur.[/center]
La cible subit la moitié des dégâts si le sort échoue.""[/center]
[/end]"
1230,"Résistance Elémentaire -- Foudre[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude: N/A + N/A par N/A niveau(x)[/center]
""Rend la cible résistante à la foudre.[/center]
Le sort dure %bdr tour(s), plus %adr tour(s)[/center]
par %cld niveau(x) du lanceur. Les chances de succès[/center]
sont de %bch, plus %ach pour chaque %clc niveau(x) du lanceur.[/center]
La cible subit la moitié des dégâts si le sort échoue.""[/center]
[/end]"
1231,"Résistance Elémentaire -- Magie[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude: N/A + N/A par N/A niveau(x)[/center]
""Rend la cible résistante à la magie.[/center]
Le sort dure %bdr tour(s), plus %adr tour(s)[/center]
par %cld niveau(x) du lanceur. Les chances de succès[/center]
sont de %bch, plus %ach pour chaque %clc niveau(x) du lanceur.[/center]
La cible subit la moitié des dégâts si le sort échoue.""[/center]
[/end]"
1232,"Fortification de Force[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Augmente la Force de la cible.[/center]
La cible gagne %1bm à %2bm points de Force[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur. L'augmentation dure %bdr tour(s), plus[/center]
%adr tours(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1233,"Fortification de l'Intelligence[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Augmente l'Intelligence de la cible.[/center]
La cible gagne %1bm à %2bm points d'Intelligence[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur. L'augmentation dure %bdr tour(s), plus[/center]
%adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1234,"Fortification de la Volonté[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Augmente la Volonté de la cible.[/center]
La cible gagne %1bm à %2bm points de Volonté[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur. L'augmentation dure %bdr tour(s), plus[/center]
%adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1235,"Fortification de l'Agilité[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Augmente l'Agilité de la cible.[/center]
La cible gagne %1bm à %2bm points d'Agilité[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur. L'augmentation dure %bdr tour(s), plus[/center]
%adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1236,"Fortification de l'Endurance[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Augmente l'Endurance de la cible.[/center]
La cible gagne %1bm à %2bm points d'Endurance[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur. L'augmentation dure %bdr tour(s), plus[/center]
%adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1237,"Fortification de la Personnalité[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Augmente la Personnalité de la cible.[/center]
La cible gagne %1bm à %2bm points de Personnalité[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur. L'augmentation dure %bdr tour(s), plus[/center]
%adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1238,"Fortification de Vitesse[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Augmente la Vitesse de la cible.[/center]
La cible gagne %1bm à %2bm points de Vitesse[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur. L'augmentation dure %bdr tour(s), plus[/center]
%adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1239,"Fortification de la Chance[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Augmente la Chance de la cible.[/center]
La cible gagne %1bm à %2bm points de Chance[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur. L'augmentation dure %bdr tour(s), plus[/center]
%adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1240,"Guérison de Force[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit la Force de la cible.[/center]
La cible guérit de %1bm à %2bm points de Force[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que la Force revienne[/center]
à son niveau normal.""[/center]
[/end]"
1241,"Guérison d'Intelligence[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit l'Intelligence de la cible.[/center]
La cible guérit de %1bm à %2bm points d'Intelligence[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que l'Intelligence revienne[/center]
à son niveau normal.""[/center]
[/end]"
1242,"Guérison de Volonté[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit la Volonté de la cible.[/center]
La cible guérit de %1bm à %2bm points de Volonté[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que la Volonté revienne[/center]
à son niveau normal.""[/center]
[/end]"
1243,"Guérison de l'Agilité[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit l'Agilité de la cible.[/center]
La cible guérit de %1bm à %2bm points d'Agilité[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que l'Agilité revienne[/center]
à son niveau normal.""[/center]
[/end]"
1244,"Guérison de l'Endurance[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit l'Endurance de la cible.[/center]
La cible guérit de %1bm à %2bm points d'Endurance[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que l'Endurance revienne[/center]
à son niveau normal.""[/center]
[/end]"
1245,"Guérison de la Personnalité[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit la Personnalité de la cible.[/center]
La cible guérit de %1bm à %2bm points de Personnalité[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que la Personnalité revienne[/center]
à son niveau normal.""[/center]
[/end]"
1246,"Guérison de la Vitesse[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit la Vitesse de la cible.[/center]
La cible guérit de %1bm à %2bm points de Vitesse[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que la Vitesse revienne[/center]
à son niveau normal.""[/center]
[/end]"
1247,"Guérison de la Chance[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit la Chance de la cible.[/center]
La cible guérit de %1bm à %2bm points de Chance[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que la Chance revienne[/center]
à son niveau normal.""[/center]
[/end]"
1248,"Guérison de la Santé[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit la Santé de la cible.[/center]
La cible guérit de %1bm à %2bm points de Santé[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que la Santé revienne[/center]
à son niveau normal.""[/center]
[/end]"
1249,"Guérison de la Fatigue[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Guérit la Fatigue de la cible.[/center]
La cible guérit de %1bm à %2bm points de Fatigue[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur jusqu'à ce que la Fatigue revienne[/center]
à son niveau normal.""[/center]
[/end]"
1250,"Transfert de Force[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Transfère la Force de la cible au lanceur.[/center]
La cible va transférer %1bm à %2bm points de Force,[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur.""[/center]
[/end]"
1251,"Transfert d'Intelligence[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Transfère de l'Intelligence de la cible au lanceur.[/center]
La cible va transférer %1bm à %2bm points d'Intelligence,[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur.""[/center]
[/end]"
1252,"Transfert de Volonté[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Transfère de la Volonté de la cible au lanceur.[/center]
La cible va transférer %1bm à %2bm points de Volonté,[/center]
plus %1am à %2am points pour chaque %clm niveau(x)[/center]
du lanceur.""[/center]
[/end]"
