Key,Value
1303,"Capture d'âme[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A par N/A niveau(x)[/center]
""Une fois la cible tuée, son âme est enfermée indéfiniment dans[/center]
n'importe quel réceptacle du lanceur. La cible doit mourir dans un[/center]
délai de %bdr tour(s) plus %adr tour(s) pour chaque %cld niveau(x)[/center]
du lanceur après avoir été ensorcelée.[/center]
Les chances de réussir à capturer une âme[/center]
sont de %bch, plus %ach chaque %clc niveau(x) du lanceur.""[/center]
[/end]"
1304,"Télékinésie[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : N/A + N/A par N/A niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""La télékinésie permet au lanceur de déplacer des objets à[/center]
distance par la pensée. Le poids des objets qui peuvent être[/center]
déplacés est de %1bm - %2bm kg, plus %1am - %2am kg[/center]
chaque %clm niveau(x) du lanceur.""[/center]
[/end]"
1305,"Compréhension les langues[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : %bch + %ach par %clc niveau(x)[/center]
Magnitude : N/A + N/A par N/A niveau(x)[/center]
""Le lanceur peut comprendre n'importe quelle langue écrite ou[/center]
parlée tant que le sort est actif. Le sort dure %bdr tour(s),[/center]
plus %adr tour(s) pour chaque %cld niveau(x) du lanceur"".[/center]
[/end]"
1306,"Intensification des flammes[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : N/A + N/A par N/A niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Permet d'intensifier l'éclat d'un feu ordinaire.[/center]
La lumière peut être augmentée de %1bm à %2bm bougies, plus[/center]
%1am à %2am bougies chaque %clm niveau(x) du lanceur.[/center]
Le sort reste actif pendant %bdr tour(s),[/center]
plus %adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1307,"Diminution des flammes[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : N/A + N/A par N/A niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Permet de diminuer l'éclat d'un feu ordinaire.[/center]
La lumière peut être diminuée de %1bm à %2bm bougies, plus[/center]
%1am à %2am bougies chaque %clm niveau(x) du lanceur.[/center]
Le sort reste actif pendant %bdr tour(s),[/center]
plus %adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1308,"Mur de pierre[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : N/A + N/A par N/A niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Le lanceur crée un mur de pierre de %1bm à %2bm mètres carrés,[/center]
plus %1am à %2am mètres carrés chaque %clm niveau(x) du lanceur.[/center]
Le mur dure pendant %bdr tour(s),[/center]
plus %adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1309,"Mur de feu[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : N/A + N/A par N/A niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Le lanceur crée un mur de feu de %1bm à %2bm mètres carrés,[/center]
plus %1am à %2am mètres carrés chaque %clm niveau(x) du lanceur.[/center]
Le mur dure pendant %bdr tour(s),[/center]
plus %adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1310,"Mur de givre[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : N/A + N/A par N/A niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Le lanceur crée un mur de givre de %1bm à %2bm mètres carrés,[/center]
plus %1am à %2am mètres carrés chaque %clm niveau(x) du lanceur.[/center]
Le mur dure pendant %bdr tour(s),[/center]
plus %adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1311,"Mur de poison[/center]
Durée : %bdr + %adr par %cld niveau(x)[/center]
Chance : N/A + N/A par N/A niveau(x)[/center]
Magnitude : %1bm - %2bm + %1am - %2am[/center]
par %clm niveau(x)[/center]
""Le lanceur crée un mur de gaz empoisonné de %1bm à %2bm m2,[/center]
plus %1am à %2am m2 chaque %clm niveau(x) du lanceur.[/center]
Le mur dure pendant %bdr tour(s),[/center]
plus %adr tour(s) pour chaque %cld niveau(x) du lanceur.""[/center]
[/end]"
1350,"Vous avez déjà choisi un[/center]
avantage ou un désavantage[/center]
qui est en conflit avec celui-ci.[/center]
[/end]"
1360,"Altération fait référence à l'école de l'altération,[/center]
une des six voies de l'étude de la magie.[/center]
Cette école se consacre à la capacité de la magicka[/center]
à modifier la structure et la composition des objets.[/center]
Réduction et Bouclier sont deux sorts[/center]
d'altération classiques.[/center]
[/end]"
1361,"Archerie est la capacité de toucher des[/center]
cibles et d'infliger des dégâts à l'aide[/center]
d'un arc et de flèches.[/center]
[/end]"
1362,"Hache est la compétence prise en compte[/center]
automatiquement à chaque utilisation d'une hache[/center]
d'armes ou d'une hache de guerre sur une cible.[/center]
[/end]"
1363,"Embuscade est une compétence prise en compte[/center]
à chaque fois qu'une cible est frappée par[/center]
derrière. Il est plus facile pour une[/center]
personne maîtrisant cette compétence de toucher[/center]
une cible par derrière. Il est également[/center]
possible que davantage de dégâts soient[/center]
infligés si le coup d'embuscade est bien délivré.[/center]
[/end]"
1364,"Arme contondante est une compétence prise[/center]
en compte automatiquement à chaque frappe à[/center]
l'aide d'une arme lourde ou contondante, comme[/center]
une masse ou un bâton. Un spécialiste en arme[/center]
contondante a de meilleures chances de toucher[/center]
et inflige davantage de dommages à chaque coup[/center]
[/end]"
1365,"Centaure est la compétence linguistique[/center]
prise en compte à chaque rencontre avec un centaure.[/center]
[/end]"
1366,"Escalade est la compétence prise en compte[/center]
à chaque tentative d'escalade d'un mur ou[/center]
d'une pente raide. Elle est prise en compte[/center]
continuellement jusqu'au retour sur un terrain plat.[/center]
[/end]"
1367,"Coup critique est une compétence prise en[/center]
compte à chaque fois que vous touchez une cible.[/center]
Une cible qui encaisse un coup critique[/center]
reçoit un supplément, souvent fatal,[/center]
de dégâts.[/center]
[/end]"
1368,"Daedrique est la compétence linguistique[/center]
prise en compte à chaque rencontre avec un daedra,[/center]
comme un daedra de feu ou un seigneur daedra.[/center]
[/end]"
1369,"Destruction fait référence à l'école de[/center]
la destruction, une des six voies formelles[/center]
de l'étude de la magie. Les sorts de destruction[/center]
sont ceux dont le but principal est d'endommager[/center]
la cible, comme la Boule de feu ou le Champ[/center]
d'acide.[/center]
[/end]"
1370,"Déguisement est le talent pris en compte[/center]
automatiquement à chaque fois que vous essayez[/center]
de vous infiltrer dans un milieu hostile ou de[/center]
dissimuler des objets aux regards indiscrets.[/center]
[/end]"
1371,"Esquive est la compétence vérifiée avant que[/center]
vous ne soyez touché par une arme ou un sort ennemi.[/center]
[/end]"
1372,"Dragon est la compétence linguistique[/center]
prise en compte à chaque essai de conversation[/center]
avec un dragon.[/center]
[/record]
[/end]"
1373,"Elfique est la compétence linguistique[/center]
prise en compte à chaque essai de conversation[/center]
avec un Elfe Sauvage.[/center]
[/end]"
1374,"Étiquette est la compétence prise en[/center]
compte à chaque fois que vous tentez[/center]
d'être poli, respectueux et charmant[/center]
dans une conversation.[/center]
[/end]"
1375,"Féerique est la compétence linguistique[/center]
prise en compte à chaque essai de conversation[/center]
avec une fée.[/center]
[/end]"
1376,"Géant est la compétence linguistique[/center]
prise en compte à chaque essai de conversation[/center]
avec un géant.[/center]
[/end]"
1377,"Combat à mains nues est la compétence[/center]
prise en compte à chaque frappe à l'aide[/center]
des poings ou des pieds.[/center]
[/end]"
1378,"Harpie est la compétence linguistique[/center]
prise en compte à chaque essai de conversation[/center]
avec une harpie.[/center]
[/end]"
1379,"Illusion fait référence à l'école de[/center]
l'illusion, une des six voies de l'étude de[/center]
la magie. Les sorts d'illusion sont capables[/center]
de camoufler, d'illuminer ou de plonger dans[/center]
l'ombre les objets, comme le prouvent les[/center]
sorts Invisibilité et Lumière.[/center]
[/end]"
1380,"Diablotin est la compétence linguistique[/center]
prise en compte à chaque essai de conversation[/center]
avec un diablotin.[/center]
[/end]"
1381,"Saut est la compétence prise en compte[/center]
pour déterminer la hauteur et la longueur[/center]
à laquelle vous êtes capable de sauter.[/center]
[/end]"
1382,"Crochetage est la compétence prise en[/center]
compte automatiquement à chaque fois que[/center]
vous tentez de crocheter la serrure d'une porte[/center]
ou un coffre.[/center]
[/end]"
1383,"Lame longue est le talent pris en compte[/center]
à chaque utilisation d'une lame longue et[/center]
tranchante, comme une claymore ou un[/center]
katana, sur une cible.[/center]
[/end]"
1384,"La compétence Médicale est automatiquement[/center]
prise en compte à chaque fois que vous[/center]
vous reposez, et permet de diagnostiquer[/center]
les blessures mineures et les maladies.[/center]
[/end]"
1385,"Marchandage est une compétence prise[/center]
en compte à chaque début de négociation[/center]
avec un marchand, et permet d'acheter et[/center]
de vendre des objets au meilleur prix possible.[/center]
[/end]"
1386,"Mysticisme fait référence à l'école[/center]
du mysticisme, une des six voies de[/center]
l'étude de la magie. Mysticisme est[/center]
l'école la plus ésotérique et les sorts[/center]
obtenus par son utilisation sont aussi[/center]
variés que Silence et Capture d'âme.[/center]
[/end]"
1387,"Nymphique est la compétence linguistique[/center]
prise en compte à chaque essai de conversation[/center]
avec une nymphe.[/center]
[/end]"
1388,"Vol à la tire est la compétence prise[/center]
en compte automatiquement à chaque fois[/center]
que vous tentez de voler discrètement un[/center]
objet sur une personne ou une étagère.[/center]
[/end]"
1389,"Guérison fait référence à[/center]
l'école de la guérison, une des six[/center]
voies de l'étude de la magie. Tous les[/center]
sorts de guérison, comme Sang de troll[/center]
ou guérison du poison appartiennent à[/center]
l'école de la guérison.[/center]
[/end]"
1390,"Course est la compétence prise en compte[/center]
automatiquement dès que vous courez[/center]
de façon à déterminer la vitesse[/center]
que vous pouvez atteindre.[/center]
[/end]"
1391,"Lame courte est la compétence prise en compte [/center]
automatiquement à chaque utilisation sur[/center]
une cible d'une arme courte comme une dague[/center]
ou un tanto, afin de déterminer les dégâts[/center]
occasionnés.[/center]
[/end]"
1392,"Spriggan est la compétence linguistique[/center]
prise en compte à chaque essai de conversation[/center]
avec un spriggan.[/center]
[/end]"
1393,"Furtivité est la compétence permettant[/center]
d'éviter d'attirer l'attention d'une[/center]
créature hostile. Elle est automatiquement[/center]
prise en compte à chaque rencontre.[/center]
[/end]"
1394,"Langage des rues est la compétence[/center]
prise en compte à chaque fois que vous[/center]
tentez d'être vulgaire, familier ou informel[/center]
de quelque manière que ce soit dans[/center]
une conversation.[/end]"
1395,"Natation est la compétence prise en[/center]
compte automatiquement à chaque rencontre[/center]
avec de l'eau. Elle permet de déterminer la[/center]
vitesse de nage, la fatigue occasionnée[/center]
par la nage et le temps d'apnée.[/center]
[/end]"
1396,"Thaumaturgie fait référence à[/center]
l'école de la thaumaturgie, une des[/center]
six voies de l'étude de la magie.[/center]
Un sort de thaumaturgie ne change pas[/center]
l'apparence ou la structure d'une force[/center]
ou d'un objet mais peut manipuler[/center]
temporairement les lois de la nature,[/center]
de façon aussi évidente que dans les[/center]
sorts de lévitation ou de détection.[/center]
[/end]"
1400,"Vous serez certainement intéressé d'apprendre que %fx1 et %fx2 viennent de s'allier.[/record]
Je viens de découvrir que %fx1 et %fx2 ont fait un marché. Intéressant, hein ?[/record]
N'en parlez pas autour de vous, mais %fx1 et %fx2 travaillent ensemble.[/end]"
1401,"Tout le monde est au courant que %fx2 en veut à %fx1, mais maintenant ils vont vraiment en venir aux mains.[/record]
Des gens de %fx1 se sont fait avoir dans une certaine affaire. Alors maintenant ils en veulent à %fx2.[/record]
%fx1 et %fx2 se détestent. Il ne serait pas étonnant que quelqu'un soit retrouvé mort à cause de cela.[/end]"
1402,"%fl1 a insulté %fl2 dans une lettre. À présent %fx2 veut s'en prendre à %fx1.[/record]
%fx1 et %fx2 étaient proches jusqu'à cet incident au palais.[/record]
Il n'y a pas si longtemps, %fx1 et %fx2 travaillaient ensemble. Ils ont récemment cessé de collaborer.[/end]"
1403,"J'ai entendu dire que %fx1 et %fx2 ont remédié à leurs différends.[/record]
%fx1 a payé largement %fx2 pour avoir la paix. Espérons que cela mettra fin à leurs disputes.[/record]
Je n'ai jamais compris pourquoi %fx1 et %fx2 étaient en mauvais termes. Enfin, au moins c'est fini à présent.[/end]"
1404,"Les habitants de %reg sont heureux d'avoir %fx2 comme nouvel allié.[/record]
Je n'apprécie pas trop %fx2, mais il est préférable de les avoir comme alliés de %reg plutôt que comme ennemis.[/record]
Vous êtes au courant ? %reg vient de signer un accord avec %fx2.[/end]"
1405,"J'ai compris que %fx2 a coupé tous ses liens avec %reg.[/record]
Je suis sûr que vous savez que %reg n'est désormais plus en bons termes avec %fx2.[/record]
%fx2 est maintenant l'ennemi juré de %reg. N'ayez aucun rapport avec ces gens-là.[/end]"
1406,"%ol1 %olf. %fx1 a un nouveau %lt1.[/record]
J'aimais vraiment bien %ol1. Mais maintenant %fl1 est en charge de %fx1.[/record]
Toute la ville en parle. %ol1 %olf. Vous pouvez croire que c'est maintenant %fl1 qui a pris la place ?[/end]"
1407,"C'est abominable ! %fx1 et %fx2 sont en guerre ![/record]
Je savais qu'il y avait des tensions entre %fx1 et %fx2, mais je ne pensais pas qu'ils iraient jusqu'à se déclarer la guerre.[/record]
%fx1 est en guerre contre %fx2 ! C'est pas super ?[/end]"
1408,"%fx1 a détruit presque toute l'armée de %fx2. %fx1 a gagné la guerre ! [/record]
%fx2 a perdu. %fx2 s'est rendu sans conditions. La guerre est finie.[/record]
L'armée de %fx1 est entrée dans la capitale. %fx2 a perdu la guerre.[/end]"
1409,"%fx1 et %fx2 ont signé un traité de paix. La guerre a ruiné leurs deux économies.[/record]
%fx1 était en train de gagner la guerre, mais ils sont tombés à court d'argent. Ils ont été obligés de signer un armistice avec %fx2.[/record]
La guerre est finie ! La guerre est finie ! %fx1 et %fx2 ont cessé de se battre. Je ne sais pas pourquoi.[/end]"
1410,"Verrouillez bien vos portes la nuit. Plus personne n'est à l'abri des criminels, ils prennent tout ce qu'ils veulent.[/record]
Ils ont tué %n en plein jour. Les gardes n'ont même pas bougé. Qu'est-ce que ça va devenir, ici ?[/end]"
1411,"On se prépare tous pour %hol. C'est bientôt.[/record]
Êtes-vous prêt pour %hol ? Ne tardez pas trop.[/record]
%hol est proche. Je n'attendrais pas la dernière minute pour me préparer.[/end]"
1412,"Avez-vous appris que le maître de la guilde des voleurs a été arrêté ? J'espère qu'ils vont le pendre.[/record]
Le maître de la guilde des voleurs est en prison. Je suis sûr qu'il se sera évadé d'ici demain matin.[/record]
Aucune prison ne peut retenir le maître de la guilde des voleurs bien longtemps. C'est pourquoi son procès aura lieu très bientôt.[/end]"
1413,"Pouvez-vous admettre que le maître de la guilde des voleurs ait été libéré ? Ce vieux renard rusé ![/record]
Il s'est échappé ! Le maître de la guilde des voleurs s'est évadé de prison.[/record]
Le maître de la guilde des voleurs s'est échappé. J'savais bien qu'y a pas une seule prison qui peut le retenir.[/end]"
1414,"Décapité ! Voilà ce qui est arrivé au maître de la guilde des voleurs. Bon débarras ![/record]
Ils ont exécuté le maître de la guilde des voleurs. J'ai entendu dire qu'il sera enterré dans une tombe sans inscription.[/record]
Il ne leur a pas fallu longtemps pour exécuter ce pauvre bougre. Qui ? Mais le maître de la guilde des voleurs bien sûr ![/end]"
1415,"J'ai entendu dire qu'un magicien fou met le bazar.[/record]
Une sorcière folle a peint le palais en rose. Il a fallu deux semaines pour le nettoyer.[/record]
Il y a un magicien complètement dingue dans le coin. Si on ne suit pas ses ordres il va tous nous changer en navets.[/end]"
1416,"Ce vieux magicien était fou. C'est une bonne chose qu'ils s'en soient débarrassé.[/record]
Elle était folle à lier. C'est trop dangereux de laisser des sorciers fous en liberté, alors ils l'ont tuée.[/record]
Toute la ville retrouve sa liesse. Le sorcier fou est mort ![/end]"
1417,"Tout est hors de prix par ici. Je puis à peine me permettre d'acheter du pain à présent.[/record]
Les marchands sont tous des porcs. Ils montent leurs prix aussi haut qu'ils le veulent et personne n'ose agir.[/record]
L'argent ne pousse pas sur les arbres. J'ai dû vendre mes meubles pour acheter à manger! Ces prix sont scandaleux.[/end]"
1418,"On est en pleine guerre de commerçants. Achetez tout ce que vous pouvez tant que c'est bon marché.[/record]
Tout a commencé quand ce fou de %n a divisé tous ses prix par deux. Maintenant tous les marchands ont baissé leurs prix pour rivaliser.[/record]
Je vais m'acheter de nouveaux vêtements. Tous les prix sont si bas, je veux acheter avant qu'ils ne remontent.[/end]"
1450,"J'ai entendu dire qu'il y avait des sorcières en %reg. Quelque part dans les collines, ou au fin fond de la forêt.[/record]
Les sorcières causent de nouveau des problèmes. Ces chiennes des collines devraient faire attention, sinon elles finiront vite au bûcher.[/record]
Ce que la guilde des mages raconte sur les sorcières est faux. Les vieilles de la foret sont plutôt inoffensives.[/record]
J'ai entendu dire que les sorcières peuvent invoquer des seigneurs daedras. %reg serait bien plus paisible sans ces créatures.[/end]"
1451,"%n est mort la nuit dernière. Le cadavre était complètement vidé de son sang ![/record]
Ils ont retrouvé %n avec deux marques sur la nuque. Le corps était complètement vidé de son sang.[/record]
Les vampires ne sont pas juste de stupides monstres. Les clans se réunissent en secret et complotent dans le but de contrôler toute l'humanité ![/record]
Ces immondes suceurs de sang dirigent cet endroit. Des vampires, bien entendu. Je veux dire les clans de vampires.[/end]"
1452,"%n, l'apprenti d'un mage, m'avait dit qu'il existe de puissants êtres vivant dans un monde appelé Oblivion. Ils peuvent donner à un homme de puissants objets magiques appelés artefacts. Je suis certain que ce sont des fables.[/record]
Soyez bon avec votre prochain, sinon un daedra vous emportera dans l'Oblivion.[/record]
Les daedras peuvent réellement être invoqués. On dit que les sorcières et les mages de la guilde le font tout le temps.[/record]
Seuls les temples peuvent invoquer les daedras en toute sécurité. Les prêtres peuvent les forcer à révéler la cachette de puissants artefacts.[/end]"
1453,"Il y a des rumeurs qui prétendent qu'une personne a découvert un indice à propos de l'emplacement du bouclier d'Auriel. Il parait que le bouclier peut vous rendre invulnérable au feu et et à la magie.[/record]
Un chevalier ivre prétendait avoir perdu l'Anneau du Sorcier. Évidemment, s'il avait vraiment possédé l'artefact, il serait roi et non un poivrot.[/record]
Je tiens de la bouche d'un archer que l'arc d'Auriel aurait été retrouvé puis perdu à nouveau. La légende dit qu'une seule flèche tirée par cet arc pourrait tuer n'importe quelle créature.[/record]
Une de ces histoires racontées à voix basse dit qu'un magicien fou serait en possession de l'Anneau du Nécromancien. Cet artefact n'est qu'un mythe.[/record]
Mon frère connaît quelqu'un dont la sœur a couché avec un homme disant avoir vu Chrysamère, l'épée des héros.[/record]
Un ermite fou a essayé de me faire croire que l'Armure du Seigneur n'était pas une légende. J'ai été obligé de le tuer pour m'en protéger.[/record]
La guilde des mages a purement et simplement exécuté le vieux %n pour avoir prétendu avoir découvert l'emplacement du Bâton de Magnus, perdu depuis longtemps. Un pauvre mage qu'on aura abusé.[/record]
On dit que les seigneurs daedras revendiquent la paternité de la plupart des artefacts anciens. Ils les donnent exclusivement à leurs loyaux serviteurs.[/record]
J'ai entendu dire que les sorcières peuvent aider une personne à trouver un des artefacts au pouvoir ancien.[/end]"
1454,"Vous devriez savoir que les voleurs ont une guilde secrète, dirigée par un maître mystérieux.[/record]
La guilde des voleurs n'est pas une simple légende, elle existe. Je ne peux pas vous révéler comment je le sais, car ils me tueraient.[/record]
Bien que la plupart des gens du peuple le nient, tous les voleurs du coin, %reg, appartiennent à une guilde secrète de voleurs. Tout voleur refusant de la rejoindre trouve la mort.[/end]"
1455,"Si vous désirez réellement la vengeance, contactez la Confrérie Noire. Ce sont des assassins professionnels.[/record]
Il existe une guilde d'assassins, elle s'appelle la Confrérie Noire. Ils recrutent les assassins les plus impitoyables que l'on puisse trouver.[/record]
La Confrérie Noire est très puissante dans notre contrée, %reg. Cette guilde d'assassins punit les hors-guilde qui tuent pour de l'argent.[/end]"
1456,"%lt1 a une affaire en cours.[/record]
Il se dit qu'on aura de nouvelles rues pavées avant la fin de l'année.[/record]
%n dit que la présence de troupeaux de chenilles à duvet annonce un hiver rigoureux.[/record]
Il parait qu'une nouvelle taxe sera annoncée prochainement.[/record]
Ne sortez pas la nuit. %n a vu des goules se cacher dans les rues.[/record]
On attend l'arrivée des représentants de l'empire en %reg dans pas longtemps.[/record]
La région qui reconnaît le moins l'influence impériale est l'Archipel de l'Automne. Et après, %reg.[/end]"
1457,"Hmm, je ne vois pas.[/record]
Non, je ne sais rien.[/record]
J'essaye de ne pas répandre de rumeurs.[/record]
Rien à dire pour le moment...[/end]"
1475,"%nrn a déclaré que toutes les sorcières seront conduites au bûcher.[/record]
Pratiquer la sorcellerie est passible du bucher. -- %nrn[/record]
Par ordre de %nrn, tout sorcière sera mise au bûcher et brûlée vive.[/end]"
1476,"%nrn a déclaré que %ptm est coupable de trahison et d'hérésie.[/record]
Chaque membre de %ptm va être mis en prison immédiatement. -- %nrn[/record]
%ptm n'a pas d'existence légale pour %reg et %nrn. Toutes ses terres et propriétés sont confisquées.[/end]"
1477,"À cause de la famine à %reg, tout marchand qui importe de la nourriture doit se présenter au capitaine des portes.[/record]
Un dixième de la nourriture entrant dans cette ville doit être redirigé vers %t, afin que sa Grâce ne souffre pas de la famine.[/record]
%reg est en proie à la famine. Gaspiller de la nourriture est passible de flagellation. -- %nrn[/end]"
1478,"Toutes les victimes de la peste doivent être laissées dans la rue pour y être collectées et brûlées. -- %nrn[/record]
Prenez garde, visiteurs. Notre bonne ville est contaminée par la peste.[/record]
Par ordre de %nrn, toute personne ayant les symptômes de la peste ne peut entrer ou quitter cette ville.[/end]"
1479,"Il y a un état de guerre entre %fx1 et %fx2. Tout ressortissant ennemi découvert par ici sera pendu. -- %nrn[/record]
%fx1 est en guerre avec %fx2. Tous les visiteurs peuvent être fouillés.[/record]
Suivant l'ordre de %nrn, tant que la guerre entre %fx1 et %fx2 durera, la loi martiale est en vigueur.[/end]"
1480,"Le noble dirigeant, %ol1 %olf. Longue vie a %fl1, que l'on vient de faire %lt1 de %reg.[/record]
%fl1 est monté sur le trône et devient %lt1. Puisse %fl1 diriger longtemps %reg.[/record]
%fl1 prend le titre de %lt1 de %reg.[/end]"
1481,"%fx2 est officiellement allié à %fx1.[/record]
%fx1 et %fx2 ont signé un traité.[/record]
%fx1 a des relations officielles avec %fx2.[/end]"
1482,"Toute personne de %fx2 sera poursuivie conformément à la loi. -- %nrn[/record]
Les ressortissants de %fx2 doivent être maintenus sous surveillance. -- %nrn[/record]
En raison de crimes contre %reg, %fx2 est l'ennemi juré de %nrn.[/end]"
1483,"Par ordre de %nrn, tous les impôts doivent être réglés avant la fin du mois.[/record]
Toute arme doit être dans son fourreau.[/record]
La magie est strictement interdite en ville.[/record]
Tout commerçant transportant de la bière doit se faire recenser auprès du Capitaine de la tour.[/record]
%n est un ennemi de %reg. Ceux qui l'aperçoivent doivent aller en parler au guet.[/end]"
1500,"Paralysie[/center]
Paralyse la cible.[/center]
Durée : nombre de tours que dure la paralysie.[/center]
Chance de paralyser la cible.[/center]
Magnitude : N/A[/center]
[/end]"
1501,"Paralysie[/center]
Paralyse la cible.[/center]
Durée : nombre de tours que dure la paralysie.[/center]
Chance de paralyser la cible.[/center]
Magnitude : N/A[/center]
[/end]"
1502,"Paralysie[/center]
Paralyse la cible.[/center]
Durée : nombre de tours que dure la paralysie.[/center]
Chance de paralyser la cible.[/center]
Magnitude : N/A[/center]
[/end]"
1503,"Dommage continu de santé[/center]
Diminue la santé de la cible à chaque tour.[/center]
Durée : nombre de tours que dure l'effet.[/center]
Chance : N/A[/center]
Magnitude : Dommages encaissés par la cible à chaque tour.[/center]
[/end]"
1504,"Dommage continu de santé[/center]
Diminue la santé de la cible à chaque tour.[/center]
Durée : nombre de tours que dure l'effet.[/center]
Chance : N/A[/center]
Magnitude : dommages encaissés par la cible à chaque tour.[/center]
[/end]"
1505,"Dommage continu de fatigue[/center]
Diminue la fatigue de la cible à chaque tour.[/center]
Durée : nombre de tours que dure l'effet.[/center]
Chance : N/A[/center]
Magnitude : perte de fatigue subie par la cible à chaque tour.[/center]
[/end]"
1506,"Dommage continu de points de sort[/center]
Diminue les points de magie de la cible à chaque tour.[/center]
Durée : nombre de tours que dure l'effet.[/center]
Chance : N/A[/center]
Magnitude : nombre de points perdus par la cible à chaque tour.[/center]
[/end]"
1507,"Création d'objet[/center]
Crée un objet utile au choix du lanceur.[/center]
Durée : temps durant lequel l'objet existe.[/center]
Chance : N/A[/center]
Magnitude : N/A[/center]
[/end]"
1509,"Guérison de maladie[/center]
Guérit la cible des maladies.[/center]
Durée : instantanée[/center]
Chance : chances de guérir la maladie.[/center]
Magnitude : N/A[/center]
[/end]"
1510,"Guérison de poison[/center]
Guérit la cible du poison.[/center]
Durée : instantanée[/center]
Chance : chances de soigner l'effet du poison.[/center]
Magnitude : N/A[/center]
[/end]"
1511,"Guérison de paralysie[/center]
Guérit la cible de la paralysie.[/center]
Durée : instantanée[/center]
Chance : chances de guérir la paralysie.[/center]
Magnitude : N/A[/center]
[/end]"
1512,"Dégâts de santé[/center]
Diminue la santé de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points de santé perdus par la cible.[/center]
[/end]"
1513,"Dégâts de fatigue[/center]
Altère la fatigue de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points de fatigue perdus par la cible.[/center]
[/end]"
1514,"Dégâts de points de magie[/center]
Diminue les points de magie de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points de magie perdus par la cible.[/center]
[/end]"
1515,"Désintégration[/center]
Provoque la désintégration de la cible.[/center]
Durée : instantanée.[/center]
Chance: chances de désintégrer la cible.[/center]
Magnitude : N/A[/center]
[/end]"
1516,"Dissipation de la magie[/center]
Supprime les effets de la magie.[/center]
Durée : instantanée.[/center]
Chance: chances de dissiper la magie.[/center]
Magnitude : N/A[/center]
[/end]"
1517,"Dissipation de mort-Vivant[/center]
Dissipe les morts-vivants.[/center]
Durée : instantanée.[/center]
Chance: chances de dissiper le mort-vivant.[/center]
Magnitude : N/A[/center]
[/end]"
1518,"Dissipation de daedra[/center]
Dissipe les daedras.[/center]
Durée : instantanée.[/center]
Chance: chances de dissiper le daedra.[/center]
Magnitude : N/A[/center]
[/end]"
1519,"Drain de la force[/center]
Draine la force de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points drainés.[/center]
[/end]"
1520,"Drain d'intelligence[/center]
Draine l'intelligence de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points drainés.[/center]
[/end]"
1521,"Drain de la volonté[/center]
Draine la volonté de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points drainés.[/center]
[/end]"
1522,"Drain d'agilité[/center]
Draine l'agilité de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points drainés.[/center]
[/end]"
1523,"Drain d'endurance[/center]
Draine l'endurance de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points drainés.[/center]
[/end]"
1524,"Drain de personnalité[/center]
Draine la personnalité de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points drainés.[/center]
[/end]"
1525,"Drain de vitesse[/center]
Draine la vitesse de la cible.[/center]
Durée : instantanée.[/center]
Chance : N/A[/center]
Magnitude : nombre de points drainés.[/center]
[/end]"
